"id";"title";"year";"synopsis";"director";"producer";"writer";"release_date_id";"box_office";"runtime";"production_co";"sound_mix";"aspect_ratio";"collection";"crew";"rating_id";"genre_id";"language_id"
"597";"Scratch";"2001";"A feature length documentary film about the hip-hop DJ and today's ""turntablist"" movement. From the South Bronx in the `70s to San Francisco now, the world's best scratchers, diggers, party-rockers and producers on beats, breaks, battles, and the infinite possibilities of vinyl.";"Mel Brooks";"Michael Gruskoff";"Gene Wilder, Mel Brooks";"79";"220.10";"147";"SenArt Films, Scranton/Lacy Films";"";"";"";"Deborah Scranton, Robert May, Chuck Lacy, Zack Bazzi, P.H. O'Brien, Stephen Pink, Duncan Domey, Brandon Wilkins";"6";"22";"1"
"598";"Searching";"2018";"David Kim becomes desperate when his 16-year-old daughter Margot disappears and an immediate police investigation leads nowhere. He soon decides to search the one place that no one else has -- Margot's laptop. Hoping to trace her digital footprints, David contacts her friends and looks at photos and videos for any possible clues to her whereabouts.";"IshirГґ Honda";"Tomoyuki Tanaka";"IshirГґ Honda, Shigeru Kayama";"92";"153.60";"120";"Red Box Films, Passion Pictures";"";"";"";"Stephen 'Sugar' Segerman, Dennis Coffey, Mike Theodore, Steve Rowland, Willem MГ¶ller, Craig Bartholomew Strydom, Malik Bendjelloul, Malik Bendjelloul, John Battsek, George Chignell, Simon Chinn, Nicole Stott, Malik Bendjelloul";"1";"22";"1"
"599";"Searching for Sugar Man";"2011";"Though he faded into obscurity in the U.S., an early '70s musician known as Rodriguez became a huge hit in South Africa and was widely rumored to have died. Two obsessed fans set out to learn the man's true fate.";"George Sluizer";"Anne Gordon, George Sluizer";"Unknown";"77";"190.20";"117";"";"";"";"";"Jafar Panahi, Jafar Panahi";"6";"21";"32"
"600";"Secretariat";"2010";"Despite her lack of experience, housewife and mother Penny Chenery (Diane Lane) agrees to take over management of the family Thoroughbred farm after her father (Scott Glenn) becomes ill. Successfully navigating her way through the male-dominated world of horse racing, Chenery, together with veteran trainer Lucien Laurin (John Malkovich), fosters a gifted colt that ultimately crosses the finish line into history as the Triple Crown winner in 1973.";"Matt Bettinelli-Olpin, Tyler Gillett";"Tripp Vinson, James Vanderbilt, William Sherak, Bradley J. Fischer";"Guy Busick, R. Christopher Murphy";"79";"412.80";"141";"";"";"";"";"Laverne Cox, Bianca Leigh, Jen Richards, Alexandra Billings, Susan Stryker, Yance Ford, Sam Feder, Laverne Cox, Charlotte Cook, Sam Feder, Amy Scholder, Stacy Goldate";"6";"22";"1"
"601";"Selma";"2014";"Although the Civil Rights Act of 1964 legally desegregated the South, discrimination was still rampant in certain areas, making it very difficult for blacks to register to vote. In 1965, an Alabama city became the battleground in the fight for suffrage. Despite violent opposition, Dr. Martin Luther King Jr. (David Oyelowo) and his followers pressed forward on an epic march from Selma to Montgomery, and their efforts culminated in President Lyndon Johnson signing the Voting Rights Act of 1965.";"Jayro Bustamante";"Jayro Bustamante, Gustavo Matheu, Georges Renand, Marina Peralta";"Jayro Bustamante, Lisandro Sanchez";"92";"188.00";"107";"Walt Disney Pictures";"DTS, Dolby Atmos";"Scope (2.35:1)";"Marvel Cinematic Universe";"Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Angela Bassett, Forest Whitaker, Ryan Coogler, Ryan Coogler, Joe Robert Cole, Kevin Feige, Louis D'Esposito, Victoria Alonso, Nate Moore, Jeffrey Chernov, Stan Lee, Rachel Morrison";"1";"8";"1"
"602";"Senna";"2010";"Ayrton Senna becomes a three-time Formula One racing champion and Brazil's national hero before his untimely death at age 34.";"Sam Raimi";"Rob Tapert, Grant Curtis";"Sam Raimi, Ivan Raimi";"77";"210.50";"109";"Mercury Productions, RKO Radio Pictures Inc.";"Mono";"Academy (1.33:1)";"";"Orson Welles, Joseph Cotten, Ruth Warrick, Everett Sloane, Agnes Moorehead, Dorothy Comingore, Ray Collins, George Coulouris, William Alland, Paul Stewart, Orson Welles, Herman J. Mankiewicz, Orson Welles, John Houseman, Orson Welles, Bernard Herrmann, Gregg Toland, Robert Wise, Van Nest Polglase, Perry Ferguson";"3";"11";"1"
"603";"Sense and Sensibility";"1995";"When Elinor Dashwood's (Emma Thompson) father dies, her family's finances are crippled. After the Dashwoods move to a cottage in Devonshire, Elinor's sister Marianne (Kate Winslet) is torn between the handsome John Willoughby (Greg Wise) and the older Colonel Brandon (Alan Rickman). Meanwhile, Elinor's romantic hopes with Edward Ferrars (Hugh Grant) are hindered due to his prior engagement. Both Elinor and Marianne strive for love while the circumstances in their lives constantly change.";"Ana Lily Amirpour";"Ana Lily Amirpour, Justin Begnaud, Sheri Davani, Sina Sayyah";"Ana Lily Amirpour";"79";"315.00";"130";"CJ Entertainment, TMS Entertainment";"Dolby Atmos, Dolby Digital";"Scope (2.35:1)";"";"Song Kang-ho, Yeo-jeong Jo, Woo-sik Choi, Lee Seon-gyun, Lee Jeong-eun, Jang Hyejin, Bong Joon-ho, Han Jinwon, Gyeong-pyo Hong, Choi Seyeon";"2";"12";"10"
"604";"September Dawn";"2006";"In 1857 Capt. Alexander Fancher leads a wagon train of settlers across Utah to California. The Mormons eye the pioneers with suspicion when they stop in Mountain Meadows and demand that Fancher and his followers leave. Bishop Jacob Samuelson (Jon Voight) allows the travelers to stay for two weeks, and sends his son Jonathan (Trent Ford) to spy on them. What Jonathan does not know is that his father has dire plans for the innocent travelers, including the woman (Tamara Hope) Jonathan loves.";"Andre de Toth";"Bryan Foy";"Charles Belden, Crane Wilbur";"92";"226.30";"137";"Marvel Studios, Walt Disney Pictures";"Dolby Atmos, DTS, Dolby Digital, SDDS";"Scope (2.35:1)";"Marvel Cinematic Universe";"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Brie Larson, Paul Rudd, Don Cheadle, Karen Gillan, Anthony Russo, Joe Russo, Christopher Markus, Stephen McFeely, Kevin Feige, Louis D'Esposito, Victoria Alonso, Michael Grillo, Trinh Tran, Jon Favreau";"1";"9";"1"
"605";"Seraphim Falls";"2006";"Gideon (Pierce Brosnan), a former Union officer, finds himself the prey of a manhunt led by Carver (Liam Neeson), Gideon's Civil-War nemesis. Carver blames Gideon for a horrible war crime and refuses to give up the chase until his vengeance is complete. Gideon, though wounded, manages to stay one step ahead of his pursuers, until he and his mortal enemy meet in a final inevitable showdown.";"Kurt Neumann";"Kurt Neumann, Robert L. Lippert";"James Clavell";"77";"620.20";"152";"Warner Brothers";"Mono";"Flat (1.37:1)";"";"Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains, Conrad Veidt, Peter Lorre, Sydney Greenstreet, Dooley Wilson, Marcel Dalio, S.Z. Sakall, Michael Curtiz, Murray Burnett, Joan Alison, Julius J. Epstein, Philip G. Epstein, Howard Koch, Hal B. Wallis, Jack L. Warner, M.K. Jerome, Jack Scholl";"3";"11";"1"
"606";"Seven Samurai";"1954";"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food. A giant battle occurs when 40 bandits attack the village.";"Tod Browning";"Tod Browning, Carl Laemmle Jr.";"John L. Balderston, Garrett Fort, Dudley Murphy, Bram Stoker";"79";"700.20";"134";"FilmNation Entertainment, Media Rights Capital";"Dolby";"Flat (1.85:1)";"";"Daniel Craig, Chris Evans, Ana de Armas, Jamie Lee Curtis, Toni Collette, Don Johnson, Michael Shannon, LaKeith Stanfield, Katherine Langford, Jaeden Martell, Rian Johnson, Rian Johnson, Rian Johnson, Ram Bergman, Tom Karnowski, Nathan Johnson, Steve Yedlin, Bob Ducsay";"1";"12";"1"
"607";"Seymour: An Introduction";"2014";"Pianist Seymour Bernstein, who gave up performing for teaching, discusses his passion for music and his philosophy of life.";"Ari Aster";"Patrik Andersson, Lars Knudsen";"Ari Aster";"92";"858.40";"181";"Scott Rudin Productions, A24";"Dolby Digital";"Flat (1.85:1)";"";"Saoirse Ronan, Laurie Metcalf, TimothГ©e Chalamet, Lucas Hedges, Tracy Letts, Odeya Rush, Jake McDorman, Beanie Feldstein, Lois Smith, Stephen McKinley Henderson, Greta Gerwig, Greta Gerwig, Scott Rudin, Eli Bush, Evelyn O'Neill, Lila Yacoub, Jon Brion";"2";"12";"1"
"608";"Shadow of a Doubt";"1943";"Uncle Charlie (Joseph Cotten) visits his relatives in Santa Rosa. He is a very charming man, but his niece slowly realizes that he is wanted for murder and he soon recognizes her suspicions. Although one of the suspected murderers is killed and the case is considered closed, she still has her suspicions.";"Brian De Palma";"Brian De Palma, Paul Monash";"Lawrence D. Cohen";"77";"220.10";"147";"Bad Robot, Tom Cruise";"DTS, Dolby Atmos, Dolby Digital";"Scope (2.35:1)";"";"Tom Cruise, Henry Cavill, Ving Rhames, Simon Pegg, Rebecca Ferguson, Sean Harris, Angela Bassett, Michelle Monaghan, Alec Baldwin, Vanessa Kirby, Christopher McQuarrie, Christopher McQuarrie, Tom Cruise, Christopher McQuarrie, Jake Myers, J.J. Abrams, David Ellison, Dana Goldberg, Don Granger, Rob Hardy";"1";"10";"1"
"609";"Shakespeare in Love";"1998";"""Shakespeare in Love"" is a romantic comedy for the 1990s set in the 1590s. It imaginatively unfolds the witty, sexy and timeless tale behind the creation of the greatest love story ever told. A young Shakespeare (Joseph Fiennes) is out of cash and ideas, he meets his ideal woman and she inspires him to write one of his most famous plays.";"Werner Herzog";"Michael Gruskoff, Werner Herzog";"Werner Herzog";"79";"153.60";"120";"40 Acres & A Mule Filmworks, QC Entertainment, Monkeypaw Productions, Blumhouse Productions";"Dolby Atmos";"Scope (2.35:1)";"";"John David Washington, Adam Driver, Laura Harrier, Topher Grace, Jasper PГ¤Г¤kkГ¶nen, Corey Hawkins, Ryan Eggold, Paul Walter Hauser, Ashlie Atkinson, Spike Lee, Charlie Wachtel, David Rabinowitz, Kevin Willmott, Spike Lee, Sean McKittrick, Raymond Mansfield, Jason Blum, Jordan Peele, Spike Lee";"2";"12";"1"
"610";"Shanghai Noon";"2000";"Bumbling Chon Wang (Jackie Chan) works as an Imperial guard in the Forbidden City of China. When Princess Pei Pei (Lucy Liu) is taken hostage, Wang pursues her captors to the wild frontier land of Nevada, where he meets good-natured thief and occasional cowboy Roy O'Bannon (Owen Wilson). Using O'Bannon's love of money, Wang convinces him to help recover the princess, and together the two form a curious partnership -- the likes of which the West has never seen.";"Brian Duffield";"Nicki Cortese, Brian Duffield, Matthew Kaplan, Jordan Levin";"Brian Duffield";"92";"190.20";"117";"Tribeca Productions";"Dolby Atmos";"Flat (1.85:1)";"";"Robert De Niro, Al Pacino, Joe Pesci, Anna Paquin, Harvey Keitel, Stephen Graham, Bobby Cannavale, Aleksa Palladino, Domenick Lombardozzi, Kathrine Narducci, Martin Scorsese, Steven Zaillian, Martin Scorsese, Robert De Niro, Jane Rosenthal, GastГіn Pavlovich, Randall Emmett, Emma Tillinger Koskoff, Gerald Chamales, Irwin Winkler";"2";"18";"1"
"611";"Shaun of the Dead";"2004";"Shaun (Simon Pegg) is a 30-something loser with a dull, easy existence. When he's not working at the electronics store, he lives with his slovenly best friend, Ed (Nick Frost), in a small flat on the outskirts of London. The only unpredictable element in his life is his girlfriend, Liz (Kate Ashfield), who wishes desperately for Shaun to grow up and be a man. When the town is inexplicably overrun with zombies, Shaun must rise to the occasion and protect both Liz and his mother (Penelope Wilton).";"Sam Raimi";"Robert Tapert";"Sam Raimi";"77";"412.80";"141";"Paramount Pictures";"Mono";"Flat (1.85:1)";"";"Marlon Brando, Al Pacino, James Caan, Richard Castellano, Robert Duvall, Sterling Hayden, John Marley, Richard Conte, Diane Keaton, Al Lettieri, Francis Ford Coppola, Francis Ford Coppola, Mario Puzo, Mario Puzo, Gray Frederickson, Albert S. Ruddy, Nino Rota, Gordon Willis, Marc Laub, Barbara Marks";"2";"18";"1"
"612";"Shaun the Sheep Movie";"2015";"All is well at Mossy Bottom Farm, except for the fact that the animals will do anything to get out of work. So, Shaun the sheep and his scheming friends devise a plan to put their master to sleep. However, the ruse backfires when the poor farmer finds himself transported to the big city, having lost his memory. Now, it's up to Sean, Timmy the lamb, Shirley the ewe and the rest of the gang to travel to the metropolis and get him back, while not landing in even more trouble themselves.";"Sam Raimi";"Robert G. Tapert";"Sam Raimi";"79";"188.00";"107";"Plan B Entertainment, Upload Films, Pastel";"Dolby Digital";"Scope (2.35:1)";"";"Mahershala Ali, Shariff Earp, Ashton Sanders, Trevante Rhodes, Janelle MonГЎe, Naomie Harris, Jaden Piner, Jharrel Jerome, AndrГ© Holland, Barry Jenkins, Barry Jenkins, Adele Romanski, Dede Gardner, Jeremy Kleiner, Brad Pitt, Sarah Esberg, Tarell Alvin McCraney";"2";"28";"1"
"613";"Shazam!";"2019";"We all have a superhero inside of us -- it just takes a bit of magic to bring it out. In 14-year-old Billy Batson's case, all he needs to do is shout out one word to transform into the adult superhero Shazam. Still a kid at heart, Shazam revels in the new version of himself by doing what any other teen would do -- have fun while testing out his newfound powers. But he'll need to master them quickly before the evil Dr. Thaddeus Sivana can get his hands on Shazam's magical abilities.";"Jack Clayton";"Jack Clayton";"William Archibald, Truman Capote";"92";"210.50";"109";"Twentieth Century Fox";"Mono";"Flat (1.37:1)";"";"Bette Davis, Anne Baxter, Celeste Holm, George Sanders, Gary Merrill, Hugh Marlowe, Thelma Ritter, Marilyn Monroe, Gregory Ratoff, Barbara Bates, Joseph L. Mankiewicz, Joseph L. Mankiewicz, Darryl F. Zanuck, Alfred Newman, Franz Liszt, Milton Krasner, Barbara McLean, Lyle R. Wheeler, George W. Davis";"6";"11";"1"
